영화명,감독,main_emotion,sub_emotion
메마른 도시,이재호,우울,['눈물이 나는']
곰과 노인과 바다,홍대영,두려움,['희생된']
사랑은 단백질,연상호,우울,['눈물이 나는']
Running Box,김동희 ,행복,['흥분']
별리,유재욱,두려움,"['염세적인', '회의적인']"
"Paradise, Paradise!",김자인,우울,"['마비된', '편안한']"
그녀는...,"문대현,김동석,이영웅,구교은,장혜림",평온,['안도']
Rolling ,"채지완,심우엽,김창범",기타,['구역질 나는']
머더,"손예은,김봉섭,남택우,문예준,함은선",우울,['마비된']
캣츠빌 ,"조연성,조형준,남다혜 ,최명윤",우울,"['염세적인', '흥분']"
오랜 약속의 노래,"정초희,최수림,김요나,박지은",기타,['가난한 불우한']
이것은 사과가 아니다,"이승민,박경미,채지윤",기타,['분노']
포크 커틀릿,김도영,우울,['눈물이 나는']
캐치 볼,이인의,기타,['안달하는']
여로를 위하여!,반소현,행복,['흥분']
붉은 옷의 소녀,김복영,기타,['염세적인']
화이트 나이트,김지현,우울,['마비된']
TV수신료 납부거부사건,인형민,화남,['억울한']
한강대교,황동궁,우울,"['염세적인', '자신하는']"
한성이발소,송현정 ,우울,"['염세적인', '염세적인']"
The Balloon,"안은비,이승재",우울,['염세적인']
거위도 난다,김형석,두려움,['두려운']
청계천의 개,김경묵,우울,['염세적인']
아이들,윤성현,기타,['눈물이 나는']
2007 모던 타임즈,이영희,우울,['염세적인']
드로잉 놀이,황선숙,행복,['만족스러운']
둥둥둥,윤혜정,우울,['외로운']
동결,정미나,행복,['만족스러운']
Bon Voyage: World Tour 2008,조민석,기타,['염세적인']
수정탕 둘째 딸,박이웅,기타,['혼란스러운']
가족경제학,이성래,우울,['마비된']
내일의 기억,오상민,우울,['눈물이 나는']
이제는 말할수 있다,정승구,화남,['억울한']
Natural Star,김다혜,두려움,['두려운']
비오는 날,김보경,두려움,['조심스러운']
소라껍데기 담배꽁초 계란말이,박현경,우울,['마비된']
불편이,최현명,기타,['불안']
잃어버린 물고기,한소라,우울,['마비된']
달콤한 거짓말,정정화,우울,"['염세적인', '분노']"
4요일(자살을 부르는 요일),서민영,우울,"['마비된', '마비된']"
Secret Lover,권희철,행복,['흥분']
가벼운 잠,임성찬,우울,['마비된']
연인들,김종관,화남,"['안달하는', '툴툴대는', '흥분']"
압록강은 흐른다,이종한,우울,['눈물이 나는']
오이시맨,김정중,우울,['눈물이 나는']
나무없는 산,김소영,우울,['슬픔']
똥파리,양익준,우울,['염세적인']
너구리,이태안,기타,['노여워하는']
보통소년,박성훈,두려움,['두려운']
나는 행복합니다,윤종찬,두려움,"['회의적인', '눈물이 나는']"
허수아비들의 땅,노경태,우울,"['고립된', '염세적인']"
유 앤 유,박제현,우울,"['낙담한', '흥분', '눈물이 나는']"
장례식의 멤버,백승빈,우울,"['염세적인', '눈물이 나는']"
"빗자루, 금붕어 되다",김동주,우울,"['가난한 불우한', '구역질 나는', '염세적인']"
고갈,김곡,우울,['환멸을 느끼는']
어떤 개인 날,이숙경,두려움,"['조심스러운', '마비된']"
그녀들의 방,고태정,두려움,"['두려운', '눈물이 나는']"
봉승아,김나영,우울,['우울한']
제불찰씨 이야기,"곽인근,김일현,류지나,이은미,이혜영",행복,"['안달하는', '흥분', '만족스러운']"
몰리의 꽃 속 여행,김억희,기타,['두려운']
낯선 곳 낯선 시간,김영혜,화남,"['우울한', '좌절한', '충격 받은', '비통한']"
코스모스,주을돈,기타,['충격 받은']
김추자 : 무인도,지태경,우울,['가난한 불우한']
7인의 초인과 괴물 F,박종영,놀람,['충격 받은']
탑골당 만행사건,김수영,기타,['당황']
파랑새,김주현,행복,['신이 난']
플리커,김성준,우울,['열등감']
사탕,홍준표,우울,['눈물이 나는']
Weather Song,원정호,우울,['눈물이 나는']
더 데일리 라운드,전영찬,두려움,['버려진']
INVENTER,김재준,기타,['안달하는']
밥,정세진,두려움,['희생된']
폭력의 방,임선영,우울,['눈물이 나는']
아침이슬 - 노숙자 영창에 들어가다,곽기혁,행복,['흥분']
디어 파파,강민희,두려움,['희생된']
주방,김창완,두려움,['불안']
피쉬,변병준,화남,['안달하는']
이를 닦는다,이진우,두려움,['희생된']
엄마가 없다,신민재,우울,['염세적인']
트로피컬 마닐라,이상우,기타,['비통한']
즐거운 미자,박용두,놀람,['충격 받은']
"연기 맛, 막대 사탕!",반주원,우울,['마비된']
미로아,황하나,기타,['염세적인']
11,정주리,기타,['고립된']
사람을 찾습니다,이서,화남,['구역질 나는']
우측통행,양선우,우울,"['혐오스러운', '마비된']"
고기 도시,정경록,화남,['악의적인']
봄에 피어나다,정지연,기타,['고립된(당황한)']
감자 심포니,전용택,우울,['눈물이 나는']
"히말라야, 바람이 머무는 곳",전수일,우울,['마비된']
텐 텐,"울리케 오팅거,헬렌 리,변영주,이수연,장희선,임성민",행복,['흥분']
문디,정해심,기타,['조심스러운']
내게 사랑은 너무 써,전고운,기타,['비통한']
에덴,김혜원,우울,['마비된']
유랑시대,김보라,우울,['슬픔']
호명인생,최창환,우울,['염세적인']
약탈자들,손영성,두려움,['혼란스러운']
독,김태곤,우울,['고립된']
로인(路인),권현주,우울,['가난한 불우한']
동행,김제영,평온,['느긋']
네 쌍둥이 자살,강진아,우울,"['마비된', '조심스러운', '자신하는']"
숨,김의균,두려움,['희생된']
그 날,조재형,우울,['눈물이 나는']
초대,유지태,두려움,['조심스러운']
거짓말,임오정,우울,['염세적인']
취향의 유전,김진영,화남,['질투하는']
하루,최력명,우울,['눈물이 나는']
"Goodbye, Donald",김인영,우울,['눈물이 나는']
아들의 여자,홍성훈,기타,['억울한']
"아, 맨",이승희,기타,['혐오스러운']
거짓말,남연경,두려움,['혼란스러운']
서울은 흐림,윤부희,우울,['가난한 불우한']
상견례 하는 날,양준호,화남,['안달하는']
에어리언 블루스,김태엽,우울,['염세적인']
잠복근무,이정욱,기타,['혐오스러운']
예의 바른 살인범과의 인터뷰,전병덕,기타,['죄책감의']
His Name Is Trevor,김석환,두려움,['두려운']
우리집에 놀러오세요,안국진,우울,['가난한 불우한']
플라토닉 펀치 바나나,오근태,기타,['남의 시선을 의식하는']
유쾌한 도우미,구혜선,화남,['억울한']
두 아이,정재영,기타,['비통한']
락 닭,박인범,기타,['혐오스러운']
야설작가 영범씨의 글짓기 지도법,박성국,우울,['눈물이 나는']
하이브리드,김새노,우울,['환멸을 느끼는']
고양이들,김지현,두려움,"['불안', '당혹스러운']"
남의 속도 모르고,이정아,화남,['짜증내는']
복자,정희재,우울,['눈물이 나는']
솔로,이은천,두려움,['두려운']
수묵산조,황선숙,기타,['마비된']
아비정전,이완수,우울,['우울한']
에필로그,오건영,우울,['눈물이 나는']
외출,서재경,기타,['고립된(당황한)']
이춘기,윤재상,두려움,['회의적인']
청춘예찬,박인희,우울,['염세적인']
크고 작은 시내,윤성민,화남,['분노']
포니테일,이현지,두려움,['취약한']
더 밴드,태소정,기타,['염세적인']
푸른 강은 흘러라,강미자,행복,['자신하는']
수진들에게,강연하,기타,['고립된']
여행극,윤성현,행복,['자신하는']
띠띠리부 만딩씨,홍학순,행복,['신이 난']
칠칠단의 비밀,이승일,행복,['자신하는']
저녁의 게임,최위안,기타,['염세적인']
마녀의 관,박진성,행복,"['기쁨', '흥분', '흥분']"
트렁크(Trunk),황일빈,기타,['두려운']
머메이드 프린세스,공문숙,우울,['염세적인']
우즈 노 마이 네임,강원,우울,['염세적인']
제재 5번째 이야기,김규리,행복,"['자신하는', '고립된']"
금지된 장난,정지숙,기타,['염세적인']
"오후 3시, 봄날",이진우,평온,['느긋']
KEEP WALKING ,배수경,행복,['신이 난']
문득 날아본 하늘,안성애,기타,['염세적인']
"소녀, 꿈을 이루다",김송은,행복,['흥분']
사람들은 내 바지를 벗기려 한다,남효주,화남,['분노']
사이,이혜인,우울,['염세적인']
자유형,이송이,기타,['고립된(당황한)']
아이엠,김혜인,기타,['두려운']
점을 가지고 싶다,정혜경,화남,['억울한']
바나나는 맛있다,김초롱,행복,['신이 난']
느낌이 좋아,임경희,행복,['신이 난']
모던 파트 타임즈,김자경,우울,['눈물이 나는']
솔롱고스,김태용,우울,"['방어적인', '고립된']"
외출,김선아,우울,['눈물이 나는']
와인할매,송주영,행복,['기쁨']
평등의 출근,김기정,기타,['혼란스러운(당황한)']
기차역에서,김홍완,우울,['슬픔']
김 문 정,이지연,우울,['염세적인']
이상한 나라의 바툼바,김동명,기타,['염세적인']
연착,강선영,행복,['흥분']
취업이란 무엇인가?,강승표,우울,['염세적인']
재구와 원봉이의 서울나들이 2,최재혁,두려움,['조심스러운']
올가을의 트렌드,김종관,행복,['흥분']
픽토그램 스토리,조주상,기타,['염세적인']
기억되어지다,김준현,우울,['염세적인']
신도림행 막차,김성환,우울,['염세적인']
나타샤,김주리,기타,['조심스러운']
갸르송,보정,우울,['눈물이 나는']
몽상,배두호,기타,['마비된']
나무 ,"최수지,이소진,최성훈",행복,['신이 난']
가면,허승범,행복,"['자신하는', '안달하는']"
대결,이정우,기타,['염세적인']
그룹 싸운드 실전 마스터,오세섭,화남,['안달하는']
그녀에게 말하다,정소영,행복,['만족스러운']
"29,정아",최혜선,두려움,['불안']
"삽질, 텍사스 ",성시흡,우울,['염세적인']
시대의 기분,이현지,놀람,['충격 받은']
빈 방,정민규,기타,['억울한']
아이스 커피,이대수,행복,['신이 난']
매트릭스 컴퍼니,윤혜렴,화남,['안달하는']
오늘도 순이는 열심히!,전성태,우울,['가난한 불우한']
앉짜,박현용,행복,['흥분']
나쁜놈들,심덕근,기타,['혐오스러운']
두발인생,정지혜,평온,['느긋']
날다,최주호,우울,['염세적인']
말하고 싶은 비밀,김하연,우울,['환멸을 느끼는']
가족사진,송영화,우울,['슬픔']
하나뿐인 선물,이상아,우울,['낙담한']
낙화,김수현,우울,['눈물이 나는']
라디오 스튜디오,박수민,행복,['신이 난']
내 친구는 일본인,정한별,행복,['흥분']
텔미,이충현,우울,['상처']
김치소년,김혜경,우울,['염세적인']
오! 마이 티쳐,송민기,우울,['염세적인']
세 발 자전거,우정미,행복,"['흥분', '희생된']"
170MM,변성빈,우울,"['염세적인', '환멸을 느끼는']"
말더듬이,정인혜,우울,['눈물이 나는']
티스,"백소연,김하나,주영진",행복,['신이 난']
Metamorphosis,조현훈,화남,['악의적인']
나의 레일라,박봉채,기타,['두려운']
당신의 바벨탑,임하니,우울,['죄책감의']
더 홀,지혜천,우울,['눈물이 나는']
흔적 혹은 REVENANT,유희,두려움,['두려운']
출퇴근 오디세이,권수민,기타,['희생된']
파리의 멋진 인생 ,박성미,행복,['신이 난']
"어디가, 어디 있었어? ",선환영,두려움,['조심스러운']
해와 달,차현석,우울,['비통한']
이분의 일,신승환,기타,['마비된']
너의 출입,이은천,기타,['조심스러운']
고백의 조건,엄대용,기타,['조심스러운']
Rachmaninov Op.34 No.14,김완,우울,['후회되는']
"거칠고, 힘들고, 슬프다",최윤태,화남,['분노']
그 남자 거기 있었다,유재영,우울,['마비된']
세발자전거,이정휘,우울,['염세적인']
충치,이상훈,우울,['마비된']
좀비와 자이브를,최기석,우울,['마비된']
보습학원,이영재,두려움,['남의 시선을 의식하는']
도시화 (都市花),최정민,기타,['염세적인']
그들도 우리처럼,함정식,우울,['염세적인']
고요한 밤,이승주,두려움,['조심스러운']
에드워드 양을 추억하며,박준영,두려움,['당혹스러운']
나 번개 맞았어,데이비드 H. 김,행복,['신뢰하는']
헬로,김주환,두려움,['두려운']
주말,박준영,우울,['환멸을 느끼는']
톰 앤 제리,최진성,행복,['흥분']
결혼식 가는 길,변건우,우울,['염세적인']
불구속,이승규,우울,['비통한']
죄를 묻다,김의석,기타,['염세적인']
하얀 민들레,고경아,우울,['염세적인']
무명의 발레리나,양성준,우울,['염세적인']
아스피린,한동석,우울,['염세적인']
매직 펜슬,변수빈,우울,"['부끄러운', '후회되는']"
밤이 너무 길어,이승환,우울,"['눈물이 나는', '구역질 나는']"
자판기,"최효선,황혜림",두려움,['희생된']
현실,김송준,우울,['염세적인']
아이들이 사라졌어요,배진솔,기타,['후회되는']
그냥 그 자리에 그대로 있어,이우석,기타,"['마비된', '조심스러운']"
Girl's talk,김진주,기타,['안달하는']
삼각관계,조연지,행복,['신이 난']
STUDY ONE MORE TIME,김하원,행복,['자신하는']
A CONNECTION LINE,엄홍식,기타,['고립된(당황한)']
다섯손가락,"문수경,김선민,김혜인",기타,['만족스러운']
TARGET 5630,한동헌,기타,['자신하는']
순환적 시간,최성현,우울,"['염세적인', '염세적인']"
소녀의 편지,이창진,두려움,"['두려운', '비통한']"
내 꿈 날아오르다,김수빈,행복,"['자신하는', '흥분']"
